Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2019-01-01,1582.166015625,1588.1527287666754,1567.3653893849128,1576.5118187128883,1094883
2019-01-02,1599.2119140625,1608.4829878502965,1579.8380697645812,1583.995538369225,2100463
2019-01-03,1579.7962646484375,1617.2134775941424,1574.1005536446173,1595.6362587290603,2611668
2019-01-04,1560.5887451171875,1580.8355940063368,1530.7797198142066,1579.8378422851672,4280862
2019-01-07,1578.0919189453125,1587.1552206065521,1564.0396550669534,1573.0198276580468,1856423
2019-01-08,1574.4747314453125,1585.1594038004312,1565.9519221288635,1584.3279102085826,1691756
2019-01-09,1568.9866943359375,1595.636102886978,1552.1489501548738,1585.9907981253682,2414376
2019-01-10,1570.317138671875,1583.9951665703359,1556.6390092727395,1571.5227636839552,3053461
2019-01-11,1532.068603515625,1559.0505307678395,1525.7907861114588,1554.8930626857918,9209862
2019-01-14,1507.7056884765625,1539.0945701751648,1505.0033344230405,1538.2630766202349,3615370
2019-01-15,1553.0640869140625,1554.3528413427907,1503.3407194214137,1505.0037069428977,7711653
2019-01-16,1555.017822265625,1559.0505460445897,1535.7687245569905,1554.8930779218042,2359280
2019-01-17,1578.4747314453125,1581.5578118876103,1559.3093838829232,1564.8922922681413,2625816
2019-01-18,1583.76611328125,1586.724182168965,1563.2258387135619,1567.392218880709,1683728
2019-01-21,1590.4737548828125,1609.889125080663,1579.4328486160844,1584.890846740901,2409803
2019-01-22,1584.8076171875,1598.431659206957,1574.891612616264,1589.1406116248545,2457093
2019-01-23,1562.8922119140625,1588.3071261195755,1558.2258873544047,1584.057439497713,2578169
2019-01-24,1584.5157470703125,1587.5988270548967,1562.3922323726185,1570.5583764611172,1962927
2019-01-25,1600.5565185546875,1612.3889966021393,1584.0576137161067,1584.890889683343,2327080
2019-01-28,1629.0543212890625,1634.8872523627317,1604.472683192885,1610.7222522003876,2769033
2019-01-29,1652.1778564453125,1657.427535511434,1613.7638562709308,1634.8873808325322,2557626
2019-01-30,1651.0528564453125,1657.8023707601992,1628.762726554468,1649.5529191672276,2429575
2019-01-31,1678.3009033203125,1683.0089323123411,1654.0525959351392,1655.7191476690787,4094319
2019-02-01,1691.5084228515625,1695.5081879778825,1664.9686049904726,1674.4679708767933,3064163
2019-02-04,1708.424072265625,1712.75706665979,1685.7173018867745,1691.5085292410492,1590764
2019-02-05,1703.6739501953125,1712.3816409669523,1689.8831960491382,1708.2152622784681,1111404
2019-02-06,1728.881103515625,1738.922120107635,1700.758038222365,1708.132408837349,1789812
2019-02-07,1735.6304931640625,1748.1713376090158,1722.3814861834144,1728.8393751616059,1339945
2019-02-08,1717.7147216796875,1741.1298539739591,1709.0487343864993,1729.0473543890716,1684474
2019-02-11,1721.464599609375,1746.5462855619394,1707.298909316172,1716.5483531763334,1778730
2019-02-12,1709.548828125,1724.8810225060138,1681.5506779792927,1724.8810225060138,2422903
2019-02-14,1703.7154541015625,1729.04705540145,1694.0911809205031,1716.5896245329557,1724085
2019-02-15,1691.2999267578125,1709.8820186221433,1675.6760048040283,1707.3821911095379,1930065
2019-02-18,1641.803466796875,1701.5076007604264,1635.4288861275202,1697.8828711149486,2942184
